county_fips,state,county_name,airband_fcc_availability,airband_usage
29149,MO,Oregon County,0.2077,0.138
29151,MO,Osage County,1,0.1
29153,MO,Ozark County,0.0375,0.048
29155,MO,Pemiscot County,0.9066,0.085
29157,MO,Perry County,0.5334,0.6
29159,MO,Pettis County,0.7534,0.375
29161,MO,Phelps County,0.8391,0.371
29163,MO,Pike County,0.7128,0.196
29165,MO,Platte County,0.9547,0.587
29167,MO,Polk County,0.9355,0.352
29169,MO,Pulaski County,0.9443,0.353
29171,MO,Putnam County,0.9514,0.122
29173,MO,Ralls County,0.9836,0.367
29175,MO,Randolph County,0.742,0.321
29177,MO,Ray County,0.6515,0.168
29179,MO,Reynolds County,0.5219,0.037
29181,MO,Ripley County,0.2467,0.078
29183,MO,St. Charles County,0.9878,0.758
29185,MO,St. Clair County,0.1184,0.032
29186,MO,Ste. Genevieve County,0.5856,0.113
29187,MO,St. Francois County,0.8932,0.502
29189,MO,St. Louis County,0.999,0.711
29195,MO,Saline County,0.8107,0.257
29197,MO,Schuyler County,0.9197,0.161
29199,MO,Scotland County,0.9231,0.2
29201,MO,Scott County,0.9198,0.669
29203,MO,Shannon County,0.1506,0.014
29205,MO,Shelby County,0.9283,0.195
29207,MO,Stoddard County,0.8957,0.291
29209,MO,Stone County,1,0.097
29211,MO,Sullivan County,0.7862,0.188
29213,MO,Taney County,0.9626,0.52
29215,MO,Texas County,0.764,0.09
29217,MO,Vernon County,0.7595,0.212
29219,MO,Warren County,0.8298,0.429
29221,MO,Washington County,0.5092,0.079
29223,MO,Wayne County,0.4328,0.087
29225,MO,Webster County,1,0.141
29227,MO,Worth County,0.5931,0.071
29229,MO,Wright County,1,0.098
29510,MO,St. Louis city,1,0.509
30001,MT,Beaverhead County,0.8365,0.344
30003,MT,Big Horn County,0.4524,0.193
30005,MT,Blaine County,0.9832,0.316
30007,MT,Broadwater County,0.5945,0.17
30009,MT,Carbon County,0.4809,0.257
30011,MT,Carter County,0.5256,0.191
30013,MT,Cascade County,0.9978,0.673
30015,MT,Chouteau County,0.9892,0.274
30017,MT,Custer County,0.9193,0.68
30019,MT,Daniels County,0.9828,0.375
30021,MT,Dawson County,0.8842,0.524
30023,MT,Deer Lodge County,0.7914,0.499
30025,MT,Fallon County,0.7646,0.538
30027,MT,Fergus County,0.8725,0.512
30029,MT,Flathead County,0.8473,0.71
30031,MT,Gallatin County,0.99,0.687
30033,MT,Garfield County,0.4285,0.779
30035,MT,Glacier County,0.6929,0.265
30037,MT,Golden Valley County,0.9086,0.275
30039,MT,Granite County,0.3036,0.064
30041,MT,Hill County,0.9712,0.529
30043,MT,Jefferson County,0.6665,0.106
30045,MT,Judith Basin County,0.8629,0.114
30047,MT,Lake County,0.7069,0.363
30049,MT,Lewis and Clark County,0.9918,0.61
30051,MT,Liberty County,0.988,0.206
30053,MT,Lincoln County,0.7402,0.183
30055,MT,McCone County,0.4946,0.514
30057,MT,Madison County,0.693,0.513
30059,MT,Meagher County,0.9656,0.186
30061,MT,Mineral County,0.3587,0.075
30063,MT,Missoula County,0.9317,0.589
30065,MT,Musselshell County,0.5888,0.498
30067,MT,Park County,0.7069,0.421
30069,MT,Petroleum County,0.4004,0.261
30071,MT,Phillips County,0.8275,0.144
30073,MT,Pondera County,0.379,0.207
30075,MT,Powder River County,0.5672,0.241
30077,MT,Powell County,0.5443,0.128
30079,MT,Prairie County,0.6342,0.329
30081,MT,Ravalli County,0.8991,0.262
30083,MT,Richland County,0.7874,0.665
30085,MT,Roosevelt County,0.7559,0.282
30087,MT,Rosebud County,0.6433,0.208
30089,MT,Sanders County,0.3304,0.103
30091,MT,Sheridan County,0.8178,0.27
30093,MT,Silver Bow County,0.9589,0.55
30095,MT,Stillwater County,0.7274,0.079
30097,MT,Sweet Grass County,0.9181,0.332
30099,MT,Teton County,0.5648,0.345
30101,MT,Toole County,0.4426,0.127
30103,MT,Treasure County,0.6839,0.033
30105,MT,Valley County,0.8119,0.292
30107,MT,Wheatland County,0.9713,0.201
30109,MT,Wibaux County,0.0826,0.125
30111,MT,Yellowstone County,0.9352,0.69
31001,NE,Adams County,0.939,0.637
31003,NE,Antelope County,0.8012,0.198
31005,NE,Arthur County,0.7559,-
31007,NE,Banner County,0.9879,-
31009,NE,Blaine County,0.4839,0.097
31011,NE,Boone County,0.6308,0.159
31013,NE,Box Butte County,0.9849,0.535
31015,NE,Boyd County,0.9943,0.424
31017,NE,Brown County,0.268,0.109
31019,NE,Buffalo County,0.9653,0.713
31021,NE,Burt County,0.981,0.266
31023,NE,Butler County,1,0.243
31025,NE,Cass County,1,0.419
31027,NE,Cedar County,0.6553,0.267
31029,NE,Chase County,1,0.48
31031,NE,Cherry County,0.515,0.146
31033,NE,Cheyenne County,0.9522,0.436
31035,NE,Clay County,0.7429,0.219
31037,NE,Colfax County,1,0.132
31039,NE,Cuming County,0.89,0.284
31041,NE,Custer County,0.6641,0.244
31043,NE,Dakota County,0.9079,0.271
31045,NE,Dawes County,0.7901,0.339
31047,NE,Dawson County,0.9018,0.435
31049,NE,Deuel County,0.9409,0.111
31051,NE,Dixon County,0.9237,0.301
31053,NE,Dodge County,1,0.55
31055,NE,Douglas County,1,0.657
31057,NE,Dundy County,0.961,0.449
31059,NE,Fillmore County,0.8411,0.598
31061,NE,Franklin County,0.72,0.216
31063,NE,Frontier County,0.7678,0.043
31065,NE,Furnas County,0.7868,0.191
31067,NE,Gage County,0.9535,0.407
31069,NE,Garden County,0.9249,0.073
31071,NE,Garfield County,0.9025,0.23
31073,NE,Gosper County,0.5251,0.26
31075,NE,Grant County,0.6934,0.108
31077,NE,Greeley County,0.3565,0.136
31079,NE,Hall County,0.9978,0.689
31081,NE,Hamilton County,0.9944,0.409
31083,NE,Harlan County,0.7559,0.074
31085,NE,Hayes County,0.8766,0.159
31087,NE,Hitchcock County,0.9743,0.174
31089,NE,Holt County,0.8074,0.206
31091,NE,Hooker County,0.9413,0.123
31093,NE,Howard County,0.8116,0.178
31095,NE,Jefferson County,0.6807,0.351
31097,NE,Johnson County,1,0.116
31099,NE,Kearney County,0.8987,0.333
31101,NE,Keith County,0.9459,0.589
31103,NE,Keya Paha County,0.9653,0.163
31105,NE,Kimball County,0.9705,0.215
31107,NE,Knox County,0.5193,0.133
31109,NE,Lancaster County,1,0.677
31111,NE,Lincoln County,0.9431,0.558
31113,NE,Logan County,0.2366,0.186
31115,NE,Loup County,0.8462,0.089
31117,NE,McPherson County,0.5182,-
31119,NE,Madison County,0.9669,0.536
31121,NE,Merrick County,0.9381,0.267
31123,NE,Morrill County,0.9819,0.268
31125,NE,Nance County,0.8068,0.203
31127,NE,Nemaha County,1,0.31
31129,NE,Nuckolls County,0.7406,0.429
31131,NE,Otoe County,1,0.416
31133,NE,Pawnee County,0.8898,0.078
31135,NE,Perkins County,0.9588,0.322
31137,NE,Phelps County,0.9311,0.281
31139,NE,Pierce County,0.8127,0.183
31141,NE,Platte County,0.9838,0.535
31143,NE,Polk County,0.9944,0.244
31145,NE,Red Willow County,0.989,0.346
31147,NE,Richardson County,0.9959,0.272
31149,NE,Rock County,0.7377,0.108
31151,NE,Saline County,0.9944,0.451
31153,NE,Sarpy County,1,0.726
31155,NE,Saunders County,1,0.361
31157,NE,Scotts Bluff County,1,0.683
31159,NE,Seward County,1,0.635
31161,NE,Sheridan County,0.5198,0.12
31163,NE,Sherman County,0.7434,0.184
31165,NE,Sioux County,1,0.072
31167,NE,Stanton County,0.912,0.26
31169,NE,Thayer County,0.6502,0.341
31171,NE,Thomas County,0.8019,0.1
31173,NE,Thurston County,0.5868,0.235
31175,NE,Valley County,0.7814,0.262
31177,NE,Washington County,1,0.239
31179,NE,Wayne County,0.7327,0.346
31181,NE,Webster County,0.5612,0.393
31183,NE,Wheeler County,0.7791,0.264
31185,NE,York County,0.9915,0.589
32001,NV,Churchill County,0.8894,0.756
32003,NV,Clark County,0.9938,0.781
32005,NV,Douglas County,0.9652,0.644
32007,NV,Elko County,0.7842,0.129
32009,NV,Esmeralda County,0.2325,0.074
32011,NV,Eureka County,0.0621,0.026
32013,NV,Humboldt County,0.9074,0.18
32015,NV,Lander County,0.0022,0.056
32017,NV,Lincoln County,0.8703,0.145
32019,NV,Lyon County,0.8227,0.563
32021,NV,Mineral County,0.7154,0.315
32023,NV,Nye County,0.8587,0.535
32027,NV,Pershing County,0.1767,0.035
32029,NV,Storey County,0.6911,0.176
32031,NV,Washoe County,0.9722,0.73
32033,NV,White Pine County,0.0095,0.083
32510,NV,Carson City,0.9948,0.796
33001,NH,Belknap County,0.9732,0.774
33003,NH,Carroll County,0.9774,0.625
33005,NH,Cheshire County,0.8636,0.404
33007,NH,Coos County,0.8917,0.426
33009,NH,Grafton County,0.9401,0.563
33011,NH,Hillsborough County,0.9817,0.871
33013,NH,Merrimack County,0.9779,0.786
33015,NH,Rockingham County,0.99,0.844
33017,NH,Strafford County,0.984,0.726
33019,NH,Sullivan County,0.8682,0.629
34001,NJ,Atlantic County,0.979,0.639
34003,NJ,Bergen County,0.9961,0.833
34005,NJ,Burlington County,0.9849,0.778
34007,NJ,Camden County,0.9881,0.776
34009,NJ,Cape May County,0.9861,0.749
34011,NJ,Cumberland County,0.9687,0.55
34013,NJ,Essex County,0.9864,0.731
34015,NJ,Gloucester County,0.9902,0.738
34017,NJ,Hudson County,0.9873,0.684
34019,NJ,Hunterdon County,0.9901,0.693
34021,NJ,Mercer County,0.977,0.816
34023,NJ,Middlesex County,0.967,0.832
34025,NJ,Monmouth County,0.9904,0.847
34027,NJ,Morris County,0.9689,0.864
34029,NJ,Ocean County,0.9862,0.736
34031,NJ,Passaic County,0.9935,0.804
34033,NJ,Salem County,0.9745,0.534
34035,NJ,Somerset County,0.9927,0.831
34037,NJ,Sussex County,0.9966,0.58
34039,NJ,Union County,0.9931,0.784
34041,NJ,Warren County,0.9893,0.614
35001,NM,Bernalillo County,0.99,0.615
35003,NM,Catron County,0.0831,0.053
35005,NM,Chaves County,0.9159,0.337
35006,NM,Cibola County,0.6765,0.232
35007,NM,Colfax County,0.2637,0.111
35009,NM,Curry County,0.9182,0.576
35011,NM,De Baca County,0.8124,0.455
35013,NM,Dona Ana County,0.8459,0.335
35015,NM,Eddy County,0.8468,0.434
35017,NM,Grant County,0.8555,0.273
35019,NM,Guadalupe County,0.6833,0.463
35021,NM,Harding County,0.6864,0.477
35023,NM,Hidalgo County,0.0715,0.035
35025,NM,Lea County,0.932,0.536
35027,NM,Lincoln County,0.8645,0.454
35028,NM,Los Alamos County,0.9943,0.665
35029,NM,Luna County,0.5815,0.098
35031,NM,McKinley County,0.5141,0.135
35033,NM,Mora County,0.6355,0.164
35035,NM,Otero County,0.7886,0.436
35037,NM,Quay County,0.6226,0.385
35039,NM,Rio Arriba County,0.8619,0.16
35041,NM,Roosevelt County,0.8104,0.333
35043,NM,Sandoval County,0.9168,0.464
35045,NM,San Juan County,0.7837,0.482
35047,NM,San Miguel County,0.4943,0.101
35049,NM,Santa Fe County,0.9806,0.375
35051,NM,Sierra County,0.8211,0.248
35053,NM,Socorro County,0.0453,0.211
35055,NM,Taos County,0.7825,0.384
35057,NM,Torrance County,0.4439,0.074
35059,NM,Union County,0.7637,0.291
35061,NM,Valencia County,0.8646,0.305
36001,NY,Albany County,0.9975,0.696
36003,NY,Allegany County,0.7666,0.305
36005,NY,Bronx County,0.9817,0.486
36007,NY,Broome County,0.9913,0.621
36009,NY,Cattaraugus County,0.8212,0.32
36011,NY,Cayuga County,0.9692,0.675
36013,NY,Chautauqua County,0.9784,0.575
36015,NY,Chemung County,0.9804,0.649
36017,NY,Chenango County,0.9575,0.345
36019,NY,Clinton County,0.9351,0.595
36021,NY,Columbia County,0.992,0.495
36023,NY,Cortland County,0.9575,0.496
36025,NY,Delaware County,0.9766,0.462
36027,NY,Dutchess County,0.9783,0.827
36029,NY,Erie County,0.9984,0.656
36031,NY,Essex County,0.9391,0.398
36033,NY,Franklin County,0.9536,0.491
36035,NY,Fulton County,0.9665,0.624
36037,NY,Genesee County,0.9588,0.531
36039,NY,Greene County,0.9828,0.687
36041,NY,Hamilton County,0.853,0.637
36043,NY,Herkimer County,0.9365,0.44
36045,NY,Jefferson County,0.9848,0.62
36047,NY,Kings County,0.9978,0.568
36049,NY,Lewis County,0.8551,0.186
36051,NY,Livingston County,0.9072,0.439
36053,NY,Madison County,0.9418,0.45
36055,NY,Monroe County,0.9999,0.59
36057,NY,Montgomery County,0.9793,0.608
36059,NY,Nassau County,0.9926,0.874
36061,NY,New York County,1,0.55
36063,NY,Niagara County,0.9933,0.642
36065,NY,Oneida County,0.971,0.57
36067,NY,Onondaga County,0.999,0.708
36069,NY,Ontario County,0.9945,0.622
36071,NY,Orange County,0.9878,0.785
36073,NY,Orleans County,0.9745,0.56
36075,NY,Oswego County,0.995,0.584
36077,NY,Otsego County,0.9168,0.52
36079,NY,Putnam County,0.9894,0.827
36081,NY,Queens County,0.9996,0.689
36083,NY,Rensselaer County,0.9997,0.707
36085,NY,Richmond County,1,0.713
36087,NY,Rockland County,0.9872,0.769
36089,NY,St. Lawrence County,0.9537,0.513
36091,NY,Saratoga County,0.9991,0.592
36093,NY,Schenectady County,0.9998,0.719
36095,NY,Schoharie County,0.9909,0.4
36097,NY,Schuyler County,0.9738,0.506
36099,NY,Seneca County,0.9956,0.387
36101,NY,Steuben County,0.8998,0.492
36103,NY,Suffolk County,0.9652,0.854
36105,NY,Sullivan County,0.9947,0.515
36107,NY,Tioga County,0.9636,0.364
36109,NY,Tompkins County,0.986,0.554
36111,NY,Ulster County,0.9953,0.696
36113,NY,Warren County,0.9621,0.803
36115,NY,Washington County,0.9766,0.282
36117,NY,Wayne County,0.9636,0.565
36119,NY,Westchester County,0.9872,0.758
36121,NY,Wyoming County,0.8541,0.354
36123,NY,Yates County,0.9327,0.504
37001,NC,Alamance County,0.9882,0.608
37003,NC,Alexander County,0.9888,0.352
37005,NC,Alleghany County,0.9981,0.495
37007,NC,Anson County,0.8944,0.2
37009,NC,Ashe County,0.996,0.504
37011,NC,Avery County,0.9814,0.328
37013,NC,Beaufort County,0.8636,0.335
37015,NC,Bertie County,0.7442,0.13
37017,NC,Bladen County,0.7188,0.279
37019,NC,Brunswick County,0.9778,0.755
37021,NC,Buncombe County,0.9919,0.729
37023,NC,Burke County,0.9883,0.484
37025,NC,Cabarrus County,0.9953,0.801
37027,NC,Caldwell County,0.995,0.672
37029,NC,Camden County,0.9345,0.331
37031,NC,Carteret County,0.9981,0.549
37033,NC,Caswell County,0.5726,0.111
37035,NC,Catawba County,0.9954,0.66
37037,NC,Chatham County,0.8354,0.352
37039,NC,Cherokee County,0.8362,0.265
37041,NC,Chowan County,0.9706,0.332
37043,NC,Clay County,0.8184,0.313
37045,NC,Cleveland County,0.9683,0.606
37047,NC,Columbus County,0.8407,0.277
37049,NC,Craven County,0.9016,0.662
37051,NC,Cumberland County,0.9951,0.644
37053,NC,Currituck County,0.9733,0.456
37055,NC,Dare County,0.9924,0.706
37057,NC,Davidson County,0.9963,0.668
37059,NC,Davie County,0.9956,0.792
37061,NC,Duplin County,0.6969,0.182
37063,NC,Durham County,0.9935,0.653
37065,NC,Edgecombe County,0.8455,0.348
37067,NC,Forsyth County,0.9998,0.659
37069,NC,Franklin County,0.8665,0.363
37071,NC,Gaston County,0.9983,0.732
37073,NC,Gates County,0.5861,0.047
37075,NC,Graham County,0.6612,0.094
37077,NC,Granville County,0.8693,0.393
37079,NC,Greene County,0.2641,0.127
37081,NC,Guilford County,0.9982,0.651
37083,NC,Halifax County,0.8264,0.361
37085,NC,Harnett County,0.9519,0.467
37087,NC,Haywood County,0.8348,0.483
37089,NC,Henderson County,0.9263,0.459
37091,NC,Hertford County,0.8264,0.281
37093,NC,Hoke County,0.8957,0.624
37095,NC,Hyde County,0.1205,0.069
37097,NC,Iredell County,0.9833,0.697
37099,NC,Jackson County,0.6056,0.258
37101,NC,Johnston County,0.9461,0.671
37103,NC,Jones County,0.5078,0.115
37105,NC,Lee County,0.9829,0.69
37107,NC,Lenoir County,0.8244,0.329
37109,NC,Lincoln County,0.9872,0.773
37111,NC,McDowell County,0.8309,0.418
37113,NC,Macon County,0.6938,0.307
37115,NC,Madison County,0.7294,0.272
37117,NC,Martin County,0.6887,0.216
37119,NC,Mecklenburg County,1,0.791
37121,NC,Mitchell County,0.8991,0.317
37123,NC,Montgomery County,0.6692,0.104
37125,NC,Moore County,0.905,0.562
37127,NC,Nash County,0.8852,0.398
37129,NC,New Hanover County,0.9984,0.794
37131,NC,Northampton County,0.8082,0.064
37133,NC,Onslow County,0.9714,0.676
37135,NC,Orange County,0.9404,0.552
37137,NC,Pamlico County,0.8598,0.432
37139,NC,Pasquotank County,0.9988,0.744
37141,NC,Pender County,0.7822,0.598
37143,NC,Perquimans County,0.8779,0.198
37145,NC,Person County,0.9887,0.271
37147,NC,Pitt County,0.9028,0.449
37149,NC,Polk County,0.899,0.208
37151,NC,Randolph County,0.9753,0.505
37153,NC,Richmond County,0.9375,0.457
37155,NC,Robeson County,0.8515,0.401
37157,NC,Rockingham County,0.9706,0.472
37159,NC,Rowan County,0.9819,0.608
37161,NC,Rutherford County,0.9247,0.221
37163,NC,Sampson County,0.6531,0.143
37165,NC,Scotland County,0.9111,0.275
37167,NC,Stanly County,0.985,0.47
37169,NC,Stokes County,0.9747,0.393
37171,NC,Surry County,0.9977,0.452
37173,NC,Swain County,0.6714,0.184
37175,NC,Transylvania County,0.8989,0.547
37177,NC,Tyrrell County,0.5209,0.058
37179,NC,Union County,0.9901,0.807
37181,NC,Vance County,0.95,0.401
37183,NC,Wake County,0.9986,0.779
37185,NC,Warren County,0.6713,0.156
37187,NC,Washington County,0.8326,0.11
37189,NC,Watauga County,0.9868,0.779
37191,NC,Wayne County,0.9665,0.473
37193,NC,Wilkes County,0.9936,0.522
37195,NC,Wilson County,0.9828,0.676
37197,NC,Yadkin County,0.9926,0.509
37199,NC,Yancey County,0.9086,0.562
38001,ND,Adams County,1,0.633
38003,ND,Barnes County,0.9551,0.439
38005,ND,Benson County,0.9955,0.324
38007,ND,Billings County,0.5366,0.091
38009,ND,Bottineau County,0.9987,0.305
38011,ND,Bowman County,1,0.521
38013,ND,Burke County,0.8184,0.298
38015,ND,Burleigh County,0.9879,0.746
38017,ND,Cass County,0.9632,0.674
38019,ND,Cavalier County,1,0.534
38021,ND,Dickey County,0.9977,0.78
38023,ND,Divide County,0.9594,0.243
38025,ND,Dunn County,0.9821,0.623
38027,ND,Eddy County,1,0.36
38029,ND,Emmons County,1,0.522
38031,ND,Foster County,1,0.611
38033,ND,Golden Valley County,0.607,0.256
38035,ND,Grand Forks County,0.9875,0.68
38037,ND,Grant County,0.9653,0.396
38039,ND,Griggs County,0.9561,0.739
38041,ND,Hettinger County,1,0.366
38043,ND,Kidder County,1,0.45
38045,ND,LaMoure County,1,0.521
38047,ND,Logan County,1,0.519
38049,ND,McHenry County,0.9993,0.149
38051,ND,McIntosh County,1,0.402
38053,ND,McKenzie County,0.7279,0.878
38055,ND,McLean County,0.9179,0.378
38057,ND,Mercer County,0.9987,0.746
38059,ND,Morton County,0.9692,0.314
38061,ND,Mountrail County,0.8628,0.791
38063,ND,Nelson County,1,0.278
38065,ND,Oliver County,0.9974,0.692
38067,ND,Pembina County,1,0.469
38069,ND,Pierce County,1,0.361
38071,ND,Ramsey County,1,0.485
38073,ND,Ransom County,0.9937,0.571
38075,ND,Renville County,0.9875,0.339
38077,ND,Richland County,0.9976,0.616
38079,ND,Rolette County,0.9891,0.5
38081,ND,Sargent County,0.9997,0.596
38083,ND,Sheridan County,0.9977,0.164
38085,ND,Sioux County,0.9667,0.305
38087,ND,Slope County,0.9827,0.333
38089,ND,Stark County,0.9806,0.517
38091,ND,Steele County,0.9598,0.283
38093,ND,Stutsman County,0.9803,0.661
38095,ND,Towner County,0.8693,0.314
38097,ND,Traill County,0.9798,0.259
38099,ND,Walsh County,0.9768,0.411
38101,ND,Ward County,0.9762,0.697
38103,ND,Wells County,1,0.388
38105,ND,Williams County,0.9484,0.747
39001,OH,Adams County,0.7436,0.167
39003,OH,Allen County,0.9839,0.559
39005,OH,Ashland County,1,0.641
39007,OH,Ashtabula County,0.9315,0.461
39009,OH,Athens County,0.7734,0.257
39011,OH,Auglaize County,0.9605,0.597
39013,OH,Belmont County,0.8946,0.43
39015,OH,Brown County,0.8635,0.168
39017,OH,Butler County,0.9983,0.677
39019,OH,Carroll County,0.6838,0.282
39021,OH,Champaign County,0.9232,0.393
39023,OH,Clark County,0.9974,0.522
39025,OH,Clermont County,0.9946,0.756
39027,OH,Clinton County,0.8199,0.365
39029,OH,Columbiana County,0.8442,0.446
39031,OH,Coshocton County,0.7323,0.347
39033,OH,Crawford County,0.996,0.506
39035,OH,Cuyahoga County,0.995,0.641
39037,OH,Darke County,0.951,0.383
39039,OH,Defiance County,1,0.483
39041,OH,Delaware County,0.9942,0.794
39043,OH,Erie County,1,0.491
39045,OH,Fairfield County,0.9776,0.645
39047,OH,Fayette County,0.8774,0.435
39049,OH,Franklin County,0.9999,0.672
39051,OH,Fulton County,0.9998,0.316
39053,OH,Gallia County,0.8825,0.121
39055,OH,Geauga County,0.9356,0.581
39057,OH,Greene County,0.9814,0.544
39059,OH,Guernsey County,0.8276,0.372
39061,OH,Hamilton County,0.9999,0.631
39063,OH,Hancock County,0.9799,0.538
39065,OH,Hardin County,0.9723,0.395
39067,OH,Harrison County,0.6537,0.071
39069,OH,Henry County,1,0.359
39071,OH,Highland County,0.7459,0.274
39073,OH,Hocking County,0.7108,0.26
39075,OH,Holmes County,1,0.261
39077,OH,Huron County,1,0.435
39079,OH,Jackson County,0.8578,0.316
39081,OH,Jefferson County,0.9276,0.521
39083,OH,Knox County,0.7833,0.46
39085,OH,Lake County,0.9992,0.58
39087,OH,Lawrence County,0.8642,0.557
39089,OH,Licking County,0.9543,0.608
39091,OH,Logan County,0.9455,0.322
39093,OH,Lorain County,1,0.659
39095,OH,Lucas County,0.9893,0.473
39097,OH,Madison County,0.9417,0.281
39099,OH,Mahoning County,0.9869,0.593
39101,OH,Marion County,0.994,0.516
39103,OH,Medina County,1,0.786
39105,OH,Meigs County,0.6713,0.164
39107,OH,Mercer County,1,0.497
39109,OH,Miami County,0.9927,0.616
39111,OH,Monroe County,0.3943,0.091
39113,OH,Montgomery County,0.998,0.627
39115,OH,Morgan County,0.6088,0.103
39117,OH,Morrow County,0.8083,0.441
39119,OH,Muskingum County,0.8931,0.665
39121,OH,Noble County,0.6655,0.103
39123,OH,Ottawa County,1,0.501
39125,OH,Paulding County,1,0.191
39127,OH,Perry County,0.7183,0.311
39129,OH,Pickaway County,0.9343,0.408
39131,OH,Pike County,0.8775,0.322
39133,OH,Portage County,0.9927,0.539
39135,OH,Preble County,0.9877,0.466
39137,OH,Putnam County,0.9999,0.387
39139,OH,Richland County,0.9979,0.52
39141,OH,Ross County,0.9443,0.452
39143,OH,Sandusky County,1,0.531
39145,OH,Scioto County,0.9054,0.495
39147,OH,Seneca County,0.9675,0.512
39149,OH,Shelby County,0.9766,0.533
39151,OH,Stark County,0.9946,0.58
39153,OH,Summit County,0.9999,0.596
39155,OH,Trumbull County,0.9754,0.513
39157,OH,Tuscarawas County,0.8931,0.592
39159,OH,Union County,0.9947,0.684
39161,OH,Van Wert County,1,0.486
39163,OH,Vinton County,0.6607,0.141
39165,OH,Warren County,0.9826,0.777
39167,OH,Washington County,0.7813,0.433
39169,OH,Wayne County,0.9783,0.428
39171,OH,Williams County,0.9999,0.426
39173,OH,Wood County,1,0.573
39175,OH,Wyandot County,0.9525,0.426
40001,OK,Adair County,0.7634,0.309
40003,OK,Alfalfa County,0.9435,0.15
40005,OK,Atoka County,0.5262,0.117
40007,OK,Beaver County,0.8027,0.238
40009,OK,Beckham County,0.7207,0.432
40011,OK,Blaine County,0.8255,0.233
40013,OK,Bryan County,0.9658,0.378
40015,OK,Caddo County,0.5297,0.135
40017,OK,Canadian County,0.8857,0.701
40019,OK,Carter County,1,0.559
40021,OK,Cherokee County,0.7994,0.645
40023,OK,Choctaw County,0.3648,0.096
40025,OK,Cimarron County,0.7426,0.209
40027,OK,Cleveland County,0.9484,0.688
40029,OK,Coal County,0.7853,0.066
40031,OK,Comanche County,0.9467,0.502
40033,OK,Cotton County,0.5835,0.206
40035,OK,Craig County,0.9955,0.176
40037,OK,Creek County,0.6785,0.411
40039,OK,Custer County,0.7881,0.413
40041,OK,Delaware County,0.908,0.485
40043,OK,Dewey County,0.3267,0.158
40045,OK,Ellis County,0.737,0.102
40047,OK,Garfield County,0.8676,0.461
40049,OK,Garvin County,0.7845,0.169
40051,OK,Grady County,0.6878,0.347
40053,OK,Grant County,0.8994,0.127
40055,OK,Greer County,0.5061,0.136
40057,OK,Harmon County,0.8805,0.048
40059,OK,Harper County,0.8381,0.093
40061,OK,Haskell County,0.3944,0.152
40063,OK,Hughes County,0.5391,0.1
40065,OK,Jackson County,0.798,0.474
40067,OK,Jefferson County,0.6651,0.09
40069,OK,Johnston County,0.9401,0.163
40071,OK,Kay County,0.9472,0.369
40073,OK,Kingfisher County,0.9255,0.591
40075,OK,Kiowa County,0.7331,0.132
40077,OK,Latimer County,0.5198,0.076
40079,OK,Le Flore County,0.5521,0.19
40081,OK,Lincoln County,0.9168,0.111
40083,OK,Logan County,1,0.407
40085,OK,Love County,1,0.224
40087,OK,McClain County,0.8554,0.718
40089,OK,McCurtain County,0.5648,0.2
40091,OK,McIntosh County,0.4087,0.245
40093,OK,Major County,0.3517,0.264
40095,OK,Marshall County,1,0.104
40097,OK,Mayes County,0.952,0.252
40099,OK,Murray County,0.9999,0.145
40101,OK,Muskogee County,0.6767,0.462
40103,OK,Noble County,0.9304,0.096
40105,OK,Nowata County,0.8503,0.083
40107,OK,Okfuskee County,0.3664,0.12
40109,OK,Oklahoma County,0.9685,0.633
40111,OK,Okmulgee County,0.5419,0.224
40113,OK,Osage County,0.7369,0.181
40115,OK,Ottawa County,0.9995,0.191
40117,OK,Pawnee County,0.3493,0.083
40119,OK,Payne County,1,0.434
40121,OK,Pittsburg County,0.7485,0.287
40123,OK,Pontotoc County,0.9338,0.431
40125,OK,Pottawatomie County,0.8995,0.363
40127,OK,Pushmataha County,0.2598,0.077
40129,OK,Roger Mills County,0.1267,0.083
40131,OK,Rogers County,0.978,0.284
40133,OK,Seminole County,0.6123,0.194
40135,OK,Sequoyah County,0.3542,0.202
40137,OK,Stephens County,0.9521,0.423
40139,OK,Texas County,0.8792,0.377
40141,OK,Tillman County,0.9041,0.116
40143,OK,Tulsa County,0.9835,0.642
40145,OK,Wagoner County,0.8904,0.481
40147,OK,Washington County,0.919,0.443
40149,OK,Washita County,0.6747,0.113
40151,OK,Woods County,0.9061,0.288
40153,OK,Woodward County,0.3441,0.138
41001,OR,Baker County,0.7059,0.38
41003,OR,Benton County,0.9951,0.747
41005,OR,Clackamas County,0.9695,0.804
41007,OR,Clatsop County,0.8239,0.788
41009,OR,Columbia County,0.8067,0.277
41011,OR,Coos County,0.8966,0.622
41013,OR,Crook County,0.9163,0.371
41015,OR,Curry County,0.9423,0.517
41017,OR,Deschutes County,0.9745,0.693
41019,OR,Douglas County,0.93,0.635
41021,OR,Gilliam County,0.3797,0.409
41023,OR,Grant County,0.5769,0.317
41025,OR,Harney County,0.6733,0.106
41027,OR,Hood River County,0.97,0.571
41029,OR,Jackson County,0.927,0.615
41031,OR,Jefferson County,0.9725,0.286
41033,OR,Josephine County,0.8853,0.543
41035,OR,Klamath County,0.8426,0.582
41037,OR,Lake County,0.4811,0.306
41039,OR,Lane County,0.9402,0.658
41041,OR,Lincoln County,0.9544,0.65
41043,OR,Linn County,0.9746,0.624
41045,OR,Malheur County,0.9515,0.216
