county_fips,state,county,svi_overall,svi_soc,svi_hh,svi_min,svi_hous
42041,PA,Cumberland,0.1961,0.1108,0.1709,0.4605,0.4815
42043,PA,Dauphin,0.5315,0.3173,0.6308,0.7435,0.6464
42045,PA,Delaware,0.5477,0.3377,0.5035,0.726,0.7597
42047,PA,Elk,0.0656,0.1283,0.1257,0.013,0.1432
42049,PA,Erie,0.6464,0.4465,0.6948,0.4885,0.8345
42051,PA,Fayette,0.577,0.5551,0.5474,0.2753,0.7094
42053,PA,Forest,0.5617,0.4866,0.4535,0.6649,0.6318
42055,PA,Franklin,0.3154,0.3288,0.543,0.3972,0.2336
42057,PA,Fulton,0.1451,0.3024,0.2027,0.0589,0.1394
42059,PA,Greene,0.3482,0.2562,0.1661,0.2202,0.8425
42061,PA,Huntingdon,0.3332,0.233,0.3399,0.3119,0.6439
42063,PA,Indiana,0.5366,0.6413,0.1416,0.1903,0.8463
42065,PA,Jefferson,0.2632,0.332,0.2323,0.013,0.4704
42067,PA,Juniata,0.4351,0.4058,0.3698,0.1738,0.676
42069,PA,Lackawanna,0.5449,0.337,0.7467,0.4799,0.6801
42071,PA,Lancaster,0.5586,0.5006,0.353,0.5315,0.7447
42073,PA,Lawrence,0.4787,0.4621,0.6461,0.2753,0.4755
42075,PA,Lebanon,0.62,0.5175,0.726,0.5315,0.6171
42077,PA,Lehigh,0.7384,0.5687,0.7508,0.7575,0.7508
42079,PA,Luzerne,0.6346,0.4822,0.817,0.5439,0.6206
42081,PA,Lycoming,0.4653,0.4258,0.2861,0.3253,0.7467
42083,PA,McKean,0.4357,0.4036,0.4367,0.2046,0.6171
42085,PA,Mercer,0.5496,0.381,0.5796,0.3253,0.839
42087,PA,Mifflin,0.4752,0.5656,0.508,0.0589,0.5267
42089,PA,Monroe,0.3994,0.5417,0.3008,0.7397,0.1766
42091,PA,Montgomery,0.2142,0.1095,0.2107,0.6232,0.4271
42093,PA,Montour,0.3472,0.1887,0.3367,0.289,0.7826
42095,PA,Northampton,0.3517,0.2607,0.2903,0.6127,0.5248
42097,PA,Northumberland,0.4262,0.2864,0.5274,0.2562,0.6976
42099,PA,Perry,0.1365,0.2342,0.1041,0.0812,0.2619
42101,PA,Philadelphia,0.9484,0.9137,0.8402,0.9478,0.9118
42103,PA,Pike,0.2123,0.4472,0.3504,0.5554,0.0191
42105,PA,Potter,0.4803,0.5414,0.6836,0.0302,0.45
42107,PA,Schuylkill,0.4316,0.3892,0.5331,0.3103,0.4946
42109,PA,Snyder,0.2438,0.3148,0.0624,0.0863,0.6388
42111,PA,Somerset,0.3377,0.2753,0.2387,0.1569,0.7549
42113,PA,Sullivan,0.346,0.3456,0.6038,0.1983,0.3195
42115,PA,Susquehanna,0.2218,0.4583,0.2158,0.0344,0.1703
42117,PA,Tioga,0.3011,0.451,0.1989,0.0385,0.4332
42119,PA,Union,0.3759,0.3603,0.07,0.4701,0.7619
42121,PA,Venango,0.3651,0.3711,0.3816,0.0703,0.5707
42123,PA,Warren,0.1477,0.1365,0.2922,0.0547,0.3297
42125,PA,Washington,0.1859,0.1203,0.1639,0.2562,0.5325
42127,PA,Wayne,0.332,0.38,0.3456,0.3141,0.367
42129,PA,Westmoreland,0.1203,0.0939,0.1318,0.1779,0.3975
42131,PA,Wyoming,0.1289,0.1808,0.0872,0.2613,0.2664
42133,PA,York,0.3323,0.2747,0.4758,0.5083,0.3511
44001,RI,Bristol,0.1544,0.1556,0.0656,0.289,0.4752
44003,RI,Kent,0.2183,0.2116,0.2234,0.3934,0.3176
44005,RI,Newport,0.3027,0.2101,0.3393,0.4478,0.508
44007,RI,Providence,0.7893,0.6308,0.6136,0.7919,0.9052
44009,RI,Washington,0.1257,0.184,0.0875,0.2966,0.2301
45001,SC,Abbeville,0.8281,0.8055,0.6238,0.7015,0.8587
45003,SC,Aiken,0.668,0.6585,0.6719,0.726,0.4825
45005,SC,Allendale,0.9975,0.9911,0.9367,0.9803,0.9863
45007,SC,Anderson,0.6871,0.6168,0.6241,0.5923,0.7171
45009,SC,Bamberg,0.9173,0.9032,0.6349,0.9421,0.9271
45011,SC,Barnwell,0.9577,0.9332,0.8975,0.8743,0.9137
45013,SC,Beaufort,0.507,0.3736,0.5391,0.7062,0.5691
45015,SC,Berkeley,0.6213,0.5067,0.6518,0.7642,0.5792
45017,SC,Calhoun,0.8068,0.7661,0.7836,0.8517,0.627
45019,SC,Charleston,0.4519,0.4529,0.1053,0.7406,0.6362
45021,SC,Cherokee,0.7155,0.8479,0.4166,0.6502,0.542
45023,SC,Chester,0.648,0.6843,0.5073,0.8055,0.457
45025,SC,Chesterfield,0.9316,0.8956,0.9042,0.7934,0.8609
45027,SC,Clarendon,0.9758,0.9297,0.86,0.8842,0.9901
45029,SC,Colleton,0.8701,0.8937,0.7756,0.8272,0.6639
45031,SC,Darlington,0.9303,0.888,0.8822,0.8485,0.866
45033,SC,Dillon,0.9599,0.9714,0.8762,0.895,0.8275
45035,SC,Dorchester,0.6461,0.6445,0.6518,0.7533,0.4233
45037,SC,Edgefield,0.8304,0.8004,0.7116,0.8208,0.7486
45039,SC,Fairfield,0.7304,0.7409,0.3641,0.9354,0.6738
45041,SC,Florence,0.8453,0.7406,0.6165,0.8682,0.9179
45043,SC,Georgetown,0.7037,0.7686,0.6773,0.7435,0.3997
45045,SC,Greenville,0.6041,0.4577,0.5821,0.7104,0.6875
45047,SC,Greenwood,0.9169,0.8698,0.8393,0.7995,0.902
45049,SC,Hampton,0.853,0.7868,0.7772,0.9204,0.7588
45051,SC,Horry,0.7368,0.7658,0.7664,0.5891,0.5146
45053,SC,Jasper,0.9433,0.9624,0.7272,0.9071,0.8775
45055,SC,Kershaw,0.4879,0.6461,0.5958,0.7015,0.1314
45057,SC,Lancaster,0.5165,0.4863,0.6722,0.682,0.3129
45059,SC,Laurens,0.9061,0.9376,0.7613,0.711,0.8447
45061,SC,Lee,0.9265,0.9637,0.2377,0.9551,0.9784
45063,SC,Lexington,0.4984,0.4166,0.5815,0.6308,0.4707
45065,SC,McCormick,0.5872,0.5547,0.3358,0.8698,0.5837
45067,SC,Marion,0.9354,0.9784,0.7518,0.9338,0.7257
45069,SC,Marlboro,0.9892,0.9927,0.8122,0.9284,0.9647
45071,SC,Newberry,0.8227,0.7123,0.9322,0.795,0.6152
45073,SC,Oconee,0.7817,0.7327,0.8982,0.4701,0.6445
45075,SC,Orangeburg,0.8924,0.9421,0.5611,0.9532,0.8157
45077,SC,Pickens,0.5659,0.6604,0.0411,0.4459,0.9185
45079,SC,Richland,0.781,0.7008,0.4777,0.9166,0.831
45081,SC,Saluda,0.8826,0.8609,0.803,0.8055,0.7864
45083,SC,Spartanburg,0.7772,0.6531,0.7562,0.7091,0.7782
45085,SC,Sumter,0.9179,0.8883,0.7202,0.8988,0.9173
45087,SC,Union,0.8571,0.8138,0.7463,0.747,0.832
45089,SC,Williamsburg,0.964,0.8705,0.8603,0.9593,0.9838
45091,SC,York,0.3727,0.3087,0.3861,0.684,0.3756
46003,SD,Aurora,0.1569,0.1213,0.5083,0.3657,0.1521
46005,SD,Beadle,0.6044,0.3689,0.6913,0.6114,0.781
46007,SD,Bennett,0.8743,0.9653,0.7034,0.9532,0.4462
46009,SD,Bon Homme,0.1789,0.3269,0.0398,0.4179,0.24
46011,SD,Brookings,0.1416,0.1655,0.0092,0.3355,0.6852
46013,SD,Brown,0.2008,0.1044,0.1375,0.4243,0.5942
46015,SD,Brule,0.2966,0.1881,0.1598,0.4885,0.6951
46017,SD,Buffalo,0.9863,0.999,0.7667,0.9895,0.9236
46019,SD,Butte,0.4997,0.6254,0.3899,0.3253,0.443
46021,SD,Campbell,0.0236,0.0201,0.0703,0.0073,0.184
46023,SD,Charles Mix,0.7288,0.8851,0.1601,0.768,0.682
46025,SD,Clark,0.1445,0.212,0.4497,0.1903,0.0856
46027,SD,Clay,0.5684,0.6289,0.015,0.4179,0.9889
46029,SD,Codington,0.3466,0.2514,0.3192,0.2562,0.6929
46031,SD,Corson,0.7575,0.9185,0.2097,0.9682,0.5356
46033,SD,Custer,0.3453,0.317,0.1712,0.3332,0.6725
46035,SD,Davison,0.3291,0.3014,0.1496,0.3141,0.6903
46037,SD,Day,0.1353,0.2791,0.0885,0.4319,0.1146
46039,SD,Deuel,0.0344,0.0589,0.1983,0.0426,0.0643
46041,SD,Dewey,0.8224,0.9316,0.1891,0.9825,0.7785
46043,SD,Douglas,0.2365,0.3049,0.1264,0.1359,0.4609
46045,SD,Edmunds,0.0089,0.0264,0.0732,0.0458,0.0398
46047,SD,Fall River,0.5509,0.5735,0.3927,0.4682,0.612
46049,SD,Faulk,0.2546,0.2788,0.1025,0.0589,0.6811
46051,SD,Grant,0.0929,0.0875,0.3004,0.2336,0.141
46053,SD,Gregory,0.1582,0.2444,0.1703,0.3934,0.15310000000000001
46055,SD,Haakon,0.3052,0.2743,0.1964,0.1445,0.7027
46057,SD,Hamlin,0.1238,0.0863,0.4134,0.2046,0.1935
46059,SD,Hand,0.0347,0.0029,0.1235,0.0302,0.2826
46061,SD,Hanson,0.0022,0.0404,0.1381,0.008,0
46063,SD,Harding,0.0293,0.0175,0.0038,0.2276,0.5547
46065,SD,Hughes,0.3701,0.0592,0.1789,0.5242,0.9927
46067,SD,Hutchinson,0.1741,0.1127,0.585,0.2562,0.1961
46069,SD,Hyde,0.0051,0.0041,0.0159,0.3657,0.0687
46071,SD,Jackson,0.9793,0.9908,0.3864,0.9325,0.9971
46073,SD,Jerauld,0.1311,0.0388,0.303,0.2046,0.4465
46075,SD,Jones,0.1283,0.0761,0.0805,0.4535,0.4163
46077,SD,Kingsbury,0.0461,0.0481,0.0913,0.0105,0.1999
46079,SD,Lake,0.15310000000000001,0.1407,0.1248,0.2046,0.437
46081,SD,Lawrence,0.338,0.3351,0.0891,0.3084,0.747
46083,SD,Lincoln,0.0395,0.0124,0.3141,0.2381,0.0703
46085,SD,Lyman,0.7708,0.6674,0.7785,0.8348,0.6518
46087,SD,McCook,0.0792,0.1279,0.2327,0.1903,0.0847
46089,SD,McPherson,0.1114,0.1903,0.1922,0.0907,0.1505
46091,SD,Marshall,0.112,0.0493,0.472,0.4949,0.1273
46093,SD,Meade,0.19,0.2734,0.0395,0.4087,0.3631
46095,SD,Mellette,0.8463,0.9211,0.1197,0.9338,0.9414
46097,SD,Miner,0.1525,0.1394,0.7129,0.0812,0.1114
46099,SD,Minnehaha,0.4013,0.1677,0.5484,0.5242,0.7072
46101,SD,Moody,0.2731,0.0942,0.5971,0.6085,0.4102
46102,SD,Oglala Lakota,0.9911,1,0.6731,0.9981,0.9803
46103,SD,Pennington,0.5726,0.4402,0.4806,0.5579,0.7785
46105,SD,Perkins,0.3342,0.1518,0.2505,0.2508,0.9023
46107,SD,Potter,0.0372,0.0283,0.0843,0.2409,0.1515
46109,SD,Roberts,0.7409,0.7018,0.6715,0.8285,0.5866
46111,SD,Sanborn,0.0837,0.1136,0.2568,0.1945,0.098
46115,SD,Spink,0.0554,0.0376,0.1913,0.2241,0.147
46117,SD,Stanley,0.015,6e-4,0.0369,0.4125,0.1419
46119,SD,Sully,0.0302,0.0086,0.1349,0.1983,0.1458
46121,SD,Todd,0.9628,0.9822,0.4774,0.9968,0.9698
46123,SD,Tripp,0.5121,0.4901,0.7097,0.5395,0.3351
46125,SD,Turner,0.0856,0.0786,0.522,0.0907,0.0796
46127,SD,Union,0.0697,0.0363,0.4249,0.3046,0.0853
46129,SD,Walworth,0.4838,0.3361,0.5245,0.5672,0.6454
46135,SD,Yankton,0.2737,0.1448,0.2438,0.3819,0.6859
46137,SD,Ziebach,0.9106,0.9586,0.2171,0.9787,0.9704
47001,TN,Anderson,0.6299,0.5719,0.7447,0.3616,0.6254
47003,TN,Bedford,0.6989,0.7024,0.8689,0.6044,0.3641
47005,TN,Benton,0.4418,0.698,0.5321,0.0703,0.204
47007,TN,Bledsoe,0.6757,0.7976,0.3985,0.3889,0.6703
47009,TN,Blount,0.2842,0.3501,0.2053,0.3046,0.3854
47011,TN,Bradley,0.7292,0.6996,0.7393,0.451,0.6948
47013,TN,Campbell,0.7568,0.8822,0.5567,0.0302,0.8237
47015,TN,Cannon,0.3144,0.4742,0.24,0.1569,0.3428
47017,TN,Carroll,0.5493,0.5,0.5592,0.4701,0.5983
47019,TN,Carter,0.6454,0.8049,0.6353,0.1181,0.5169
47021,TN,Cheatham,0.2763,0.3479,0.3584,0.2562,0.2597
47023,TN,Chester,0.5064,0.6792,0.3094,0.451,0.4013
47025,TN,Claiborne,0.6369,0.8456,0.464,0.0812,0.5732
47027,TN,Clay,0.6477,0.7091,0.8927,0.1181,0.4198
47029,TN,Cocke,0.6814,0.8994,0.8011,0.2046,0.2575
47031,TN,Coffee,0.5414,0.4975,0.8466,0.3845,0.3561
47033,TN,Crockett,0.7594,0.7196,0.9682,0.6416,0.3154
47035,TN,Cumberland,0.4328,0.6305,0.4962,0.1327,0.253
47037,TN,Davidson,0.6916,0.6725,0.3087,0.8313,0.7693
47039,TN,Decatur,0.3679,0.7447,0.1521,0.2562,0.175
47041,TN,DeKalb,0.6267,0.7342,0.5229,0.3845,0.5347
47043,TN,Dickson,0.3463,0.3676,0.4567,0.3421,0.3237
47045,TN,Dyer,0.6973,0.7995,0.8892,0.5554,0.2215
47047,TN,Fayette,0.4656,0.506,0.5939,0.7126,0.2053
47049,TN,Fentress,0.4628,0.6922,0.661,0.0302,0.2037
47051,TN,Franklin,0.528,0.5525,0.7053,0.3705,0.3835
47053,TN,Gibson,0.7829,0.7358,0.9153,0.6104,0.5337
47055,TN,Giles,0.4844,0.5108,0.3348,0.4822,0.5614
47057,TN,Grainger,0.5045,0.7011,0.5506,0.1623,0.3119
47059,TN,Greene,0.5885,0.6591,0.7193,0.212,0.4548
47061,TN,Grundy,0.8186,0.909,0.8189,0.4087,0.5863
47063,TN,Hamblen,0.8689,0.9153,0.8953,0.5274,0.6378
47065,TN,Hamilton,0.5404,0.5086,0.4408,0.6731,0.5493
47067,TN,Hancock,0.8367,0.9268,0.8335,0.0239,0.8119
47069,TN,Hardeman,0.8889,0.9694,0.6194,0.8517,0.6684
47071,TN,Hardin,0.5216,0.6856,0.5742,0.2562,0.3253
47073,TN,Hawkins,0.5796,0.6741,0.6617,0.0907,0.5376
47075,TN,Haywood,0.8816,0.9115,0.9099,0.9064,0.4835
47077,TN,Henderson,0.6162,0.7492,0.4437,0.4023,0.5226
47079,TN,Henry,0.6133,0.5945,0.7269,0.4125,0.5286
47081,TN,Hickman,0.3386,0.4558,0.0773,0.3141,0.5869
47083,TN,Houston,0.4946,0.6432,0.5076,0.2613,0.3657
47085,TN,Humphreys,0.3068,0.7094,0.1213,0.2778,0.1244
47087,TN,Jackson,0.6155,0.8574,0.4357,0.1127,0.4885
47089,TN,Jefferson,0.563,0.5684,0.7498,0.2409,0.4806
47091,TN,Johnson,0.6337,0.662,0.2976,0.2276,0.8969
47093,TN,Knox,0.3498,0.3762,0.19,0.5181,0.444
47095,TN,Lake,0.9526,0.9777,0.3491,0.7171,0.9959
47097,TN,Lauderdale,0.972,0.9363,0.93,0.7903,0.9558
47099,TN,Lawrence,0.802,0.9029,0.9328,0.1983,0.4745
47101,TN,Lewis,0.5111,0.7677,0.4841,0.1983,0.2763
47103,TN,Lincoln,0.4539,0.3982,0.6458,0.4271,0.3959
47105,TN,Loudon,0.2479,0.2896,0.3081,0.4087,0.2365
47107,TN,McMinn,0.6537,0.7511,0.6938,0.3596,0.4602
47109,TN,McNairy,0.4144,0.747,0.3495,0.3355,0.1184
47111,TN,Macon,0.5611,0.7572,0.6563,0.2753,0.2654
47113,TN,Madison,0.8536,0.8523,0.739,0.837,0.7171
47115,TN,Marion,0.4271,0.6391,0.4484,0.2658,0.2081
47117,TN,Marshall,0.4933,0.6499,0.683,0.4736,0.1595
47119,TN,Maury,0.3278,0.3558,0.4125,0.564,0.2279
47121,TN,Meigs,0.4978,0.7202,0.2753,0.2046,0.4644
47123,TN,Monroe,0.6474,0.7588,0.7377,0.3103,0.4109
47125,TN,Montgomery,0.5589,0.4905,0.7766,0.7651,0.3001
47127,TN,Moore,0.1108,0.2954,0.0691,0.2148,0.1076
47129,TN,Morgan,0.6884,0.9246,0.2788,0.2855,0.6022
47131,TN,Obion,0.7626,0.7893,0.9137,0.5274,0.4093
47133,TN,Overton,0.4497,0.6448,0.5672,0.0458,0.2775
47135,TN,Perry,0.5487,0.852,0.3673,0.2702,0.2791
47137,TN,Pickett,0.2794,0.4462,0.4217,0.0302,0.2129
47139,TN,Polk,0.4666,0.732,0.2524,0.212,0.3587
47141,TN,Putnam,0.6365,0.7645,0.5299,0.3845,0.5111
47143,TN,Rhea,0.7505,0.8125,0.9519,0.3332,0.353
47145,TN,Roane,0.3205,0.3889,0.1926,0.2202,0.5089
47147,TN,Robertson,0.3097,0.3924,0.5165,0.5115,0.1359
47149,TN,Rutherford,0.3975,0.3437,0.5465,0.6862,0.2686
47151,TN,Scott,0.7454,0.9424,0.8409,0.013,0.4017
47153,TN,Sequatchie,0.5401,0.7257,0.6127,0.1983,0.3205
47155,TN,Sevier,0.6633,0.7422,0.6766,0.3396,0.5388
47157,TN,Shelby,0.8803,0.8803,0.7737,0.9446,0.6814
47159,TN,Smith,0.3861,0.4602,0.5694,0.2658,0.2638
47161,TN,Stewart,0.295,0.4612,0.1932,0.2702,0.2887
47163,TN,Sullivan,0.5452,0.6601,0.585,0.1945,0.4535
47165,TN,Sumner,0.3001,0.2658,0.5411,0.5022,0.2384
47167,TN,Tipton,0.3937,0.4631,0.5843,0.6197,0.1483
47169,TN,Trousdale,0.3141,0.6706,0.0245,0.5083,0.2565
47171,TN,Unicoi,0.6286,0.684,0.8195,0.2276,0.436
47173,TN,Union,0.5105,0.6833,0.4593,0.0385,0.499
47175,TN,Van Buren,0.5767,0.6992,0.5579,0.0589,0.5837
47177,TN,Warren,0.7836,0.7097,0.9386,0.4605,0.613
47179,TN,Washington,0.6136,0.6044,0.4192,0.3762,0.7829
47181,TN,Wayne,0.7406,0.7139,0.3969,0.3396,0.9478
47183,TN,Weakley,0.6404,0.697,0.3838,0.4211,0.712
47185,TN,White,0.4691,0.7524,0.4873,0.1983,0.19
47187,TN,Williamson,0.0213,0.0115,0.1426,0.4854,0.0379
47189,TN,Wilson,0.1738,0.1276,0.4278,0.4854,0.1728
48001,TX,Anderson,0.8428,0.7575,0.4208,0.8094,0.9691
48003,TX,Andrews,0.6419,0.6219,0.6935,0.9252,0.3125
48005,TX,Angelina,0.9889,0.9491,0.9825,0.7919,0.9609
48007,TX,Aransas,0.9376,0.9344,0.8612,0.7171,0.8931
48009,TX,Archer,0.2301,0.394,0.584,0.3736,0.0321
48011,TX,Armstrong,0.1356,0.0522,0.2686,0.3657,0.3816
48013,TX,Atascosa,0.7877,0.7285,0.7721,0.9542,0.5681
48015,TX,Austin,0.7613,0.6566,0.9465,0.7753,0.4192
48017,TX,Bailey,0.7928,0.5102,0.7906,0.9577,0.8842
48019,TX,Bandera,0.6104,0.5926,0.7139,0.6015,0.4303
48021,TX,Bastrop,0.8008,0.7126,0.6906,0.8733,0.761
48023,TX,Baylor,0.3087,0.3628,0.415,0.5465,0.1881
48025,TX,Bee,0.9472,0.9577,0.6133,0.9609,0.9421
48027,TX,Bell,0.9214,0.8246,0.8816,0.9004,0.9058
48029,TX,Bexar,0.92490000000000006,0.8988,0.881,0.971,0.7648
48031,TX,Blanco,0.3297,0.3485,0.5283,0.6165,0.1722
48033,TX,Borden,0.3396,0.0716,0.992,0.4822,0.1735
48035,TX,Bosque,0.6486,0.486,0.937,0.5964,0.4437
48037,TX,Bowie,0.8581,0.7059,0.6827,0.7559,0.964
48039,TX,Brazoria,0.6174,0.4198,0.528,0.8921,0.7342
48041,TX,Brazos,0.8132,0.8224,0.2397,0.8421,0.9338
48043,TX,Brewster,0.7849,0.7884,0.5993,0.8778,0.6429
48045,TX,Briscoe,0.5197,0.7957,0.5987,0.8049,0.0487
48047,TX,Brooks,0.9764,0.8421,0.9889,0.9965,0.9322
48049,TX,Brown,0.7855,0.6238,0.7982,0.6674,0.8259
48051,TX,Burleson,0.5226,0.3886,0.6044,0.7492,0.5118
48053,TX,Burnet,0.6076,0.5118,0.7903,0.6416,0.4624
48055,TX,Caldwell,0.9055,0.7635,0.7947,0.9297,0.9554
48057,TX,Calhoun,0.7393,0.5713,0.8237,0.9179,0.5907
48059,TX,Callahan,0.2778,0.402,0.6639,0.4367,0.0512
48061,TX,Cameron,0.9828,0.9876,0.9198,0.9959,0.8663
48063,TX,Camp,0.8717,0.9303,0.9306,0.8412,0.3781
48065,TX,Carson,0.0379,0.0385,0.1814,0.4478,0.036
48067,TX,Cass,0.8393,0.8237,0.8517,0.6073,0.7193
48069,TX,Castro,0.8409,0.6197,0.9074,0.9586,0.7934
48071,TX,Chambers,0.4742,0.5799,0.4204,0.7247,0.2349
48073,TX,Cherokee,0.9494,0.9071,0.8768,0.7919,0.9389
48075,TX,Childress,0.718,0.9227,0.465,0.8421,0.2527
48077,TX,Clay,0.2295,0.1951,0.733,0.3523,0.1149
48079,TX,Cochran,0.9026,0.9408,0.8265,0.9437,0.6458
48081,TX,Coke,0.4924,0.3756,0.951,0.627,0.1725
48083,TX,Coleman,0.6117,0.6537,0.8313,0.6015,0.2486
48085,TX,Collin,0.2931,0.2215,0.4768,0.8358,0.1884
48087,TX,Collingsworth,0.9624,0.9087,0.9901,0.8297,0.7638
48089,TX,Colorado,0.7339,0.5261,0.7823,0.8348,0.7438
48091,TX,Comal,0.2992,0.2425,0.4313,0.7199,0.2425
48093,TX,Comanche,0.6913,0.5662,0.8883,0.6964,0.4771
48095,TX,Concho,0.4987,0.3199,0.6544,0.8329,0.4621
48097,TX,Cooke,0.6394,0.492,0.8606,0.6197,0.5143
48099,TX,Coryell,0.816,0.7451,0.6976,0.8135,0.7845
48101,TX,Cottle,0.8651,0.8208,0.9994,0.7301,0.2276
48103,TX,Crane,0.6388,0.3682,0.3011,0.9634,0.9379
48105,TX,Crockett,0.7027,0.5516,0.7839,0.9408,0.5353
48107,TX,Crosby,0.9278,0.8555,0.9971,0.9278,0.4796
48109,TX,Culberson,0.985,0.9322,0.9955,0.9924,0.8195
48111,TX,Dallam,0.6305,0.6906,0.5143,0.8603,0.3743
48113,TX,Dallas,0.8899,0.9255,0.7339,0.9682,0.6897
48115,TX,Dawson,0.9908,0.9854,0.9806,0.9567,0.8504
48117,TX,Deaf Smith,0.7654,0.6782,0.7919,0.9777,0.5188
48119,TX,Delta,0.3504,0.5216,0.4755,0.5439,0.1018
48121,TX,Denton,0.3447,0.2912,0.3759,0.8081,0.2845
48123,TX,DeWitt,0.874,0.8294,0.6579,0.8469,0.888
48125,TX,Dickens,0.8829,0.8705,0.9685,0.7139,0.5318
48127,TX,Dimmit,1,0.9952,0.9987,0.9933,0.9529
48129,TX,Donley,0.3383,0.3234,0.2995,0.5439,0.4061
48131,TX,Duval,0.9825,0.8577,0.9975,0.9952,0.8988
48133,TX,Eastland,0.8237,0.6957,0.8701,0.5672,0.8434
48135,TX,Ector,0.8985,0.8924,0.7861,0.9605,0.7673
48137,TX,Edwards,0.6735,0.6423,0.9927,0.8857,0.056
48139,TX,Ellis,0.5334,0.4348,0.6983,0.7989,0.3596
48141,TX,El Paso,0.9803,0.9838,0.9118,0.992,0.8781
48143,TX,Erath,0.7998,0.8211,0.2689,0.6337,0.9481
48145,TX,Falls,0.9905,0.9866,0.7568,0.8724,0.9962
48147,TX,Fannin,0.5681,0.6095,0.3536,0.5716,0.5827
48149,TX,Fayette,0.4535,0.3355,0.5872,0.6712,0.4115
48151,TX,Fisher,0.2441,0.2285,0.8001,0.7199,0.0267
48153,TX,Floyd,0.7616,0.5863,0.972,0.9402,0.344
48155,TX,Foard,0.6881,0.88,0.5436,0.6785,0.2861
48157,TX,Fort Bend,0.4513,0.4099,0.5659,0.9561,0.1945
48159,TX,Franklin,0.4309,0.4052,0.8078,0.5742,0.1569
48161,TX,Freestone,0.8472,0.626,0.9675,0.7276,0.7794
48163,TX,Frio,0.9838,0.9067,0.9408,0.9873,0.987
48165,TX,Gaines,0.7584,0.5901,0.8759,0.8412,0.6088
48167,TX,Galveston,0.7352,0.6518,0.7018,0.8224,0.6254
48169,TX,Garza,0.6359,0.7441,0.1241,0.9297,0.6136
48171,TX,Gillespie,0.5923,0.5382,0.5834,0.6321,0.5643
48173,TX,Glasscock,0.352,0.5468,0.3616,0.7903,0.0668
48175,TX,Goliad,0.543,0.4774,0.6677,0.8141,0.3466
48177,TX,Gonzales,0.8867,0.6006,0.9841,0.9192,0.8043
48179,TX,Gray,0.7759,0.7829,0.6356,0.7642,0.6458
48181,TX,Grayson,0.6741,0.564,0.8386,0.627,0.5379
48183,TX,Gregg,0.9128,0.838,0.8877,0.8208,0.8896
48185,TX,Grimes,0.8749,0.7979,0.8189,0.8119,0.8355
48187,TX,Guadalupe,0.5331,0.4026,0.6884,0.8784,0.3819
48189,TX,Hale,0.9313,0.8074,0.8584,0.9519,0.9468
48191,TX,Hall,0.9045,0.8991,0.9981,0.8348,0.2766
48193,TX,Hamilton,0.5882,0.5022,0.9036,0.4841,0.3663
48195,TX,Hansford,0.7638,0.9675,0.7976,0.8724,0.0802
48197,TX,Hardeman,0.6445,0.599,0.8205,0.7193,0.3479
48199,TX,Hardin,0.4889,0.4048,0.7969,0.4319,0.3822
48201,TX,Harris,0.8953,0.9532,0.7432,0.9669,0.6372
48203,TX,Harrison,0.8959,0.8491,0.9335,0.7623,0.7699
48205,TX,Hartley,0.5964,0.4115,0.4764,0.795,0.7702
48207,TX,Haskell,0.9386,0.8666,0.9812,0.747,0.7798
48209,TX,Hays,0.6585,0.6957,0.161,0.8616,0.7572
48211,TX,Hemphill,0.6941,0.592,0.9446,0.7801,0.3116
48213,TX,Henderson,0.859,0.8717,0.802,0.5891,0.7683
48215,TX,Hidalgo,0.9882,0.9981,0.9227,0.9975,0.8237
48217,TX,Hill,0.8781,0.7581,0.9666,0.6795,0.7432
48219,TX,Hockley,0.9395,0.8606,0.8873,0.8927,0.9195
48221,TX,Hood,0.4545,0.4395,0.4265,0.4799,0.4701
48223,TX,Hopkins,0.6801,0.655,0.7438,0.6464,0.4971
48225,TX,Houston,0.9465,0.8749,0.9109,0.7747,0.944
48227,TX,Howard,0.9096,0.8558,0.81,0.8873,0.8947
48229,TX,Hudspeth,0.9997,0.9924,0.987,0.986,0.994
48231,TX,Hunt,0.8842,0.81,0.7085,0.669,0.9567
48233,TX,Hutchinson,0.45,0.6292,0.7406,0.6849,0.0417
48235,TX,Irion,0.3746,0.5449,0.1996,0.7091,0.1951
48237,TX,Jack,0.8167,0.6731,0.7091,0.5964,0.9405
48239,TX,Jackson,0.7645,0.6483,0.8896,0.8081,0.5395
48241,TX,Jasper,0.9424,0.9446,0.9529,0.6292,0.8186
48243,TX,Jeff Davis,0.6044,0.6614,0.4558,0.6649,0.4742
48245,TX,Jefferson,0.9554,0.9188,0.9112,0.9233,0.8978
48247,TX,Jim Hogg,0.9679,0.9682,0.9936,0.9971,0.4634
48249,TX,Jim Wells,0.8628,0.7454,0.9672,0.9847,0.5258
48251,TX,Johnson,0.6108,0.5073,0.6696,0.669,0.5853
48253,TX,Jones,0.6362,0.7145,0.4083,0.8444,0.4281
48255,TX,Karnes,0.8469,0.6015,0.6544,0.9446,0.9714
48257,TX,Kaufman,0.7008,0.6817,0.7234,0.7775,0.4599
48259,TX,Kendall,0.2244,0.168,0.5293,0.6572,0.1407
48261,TX,Kenedy,0.6649,0.6337,0.965,0.9994,0.0964
48263,TX,Kent,0.1731,0.0547,0.5974,0.4233,0.2521
48265,TX,Kerr,0.7842,0.5783,0.8635,0.7043,0.8036
